CAS,HC50,MW,KOW,KH25C,Pvap25,Sol25,kdegA,kdegW,kdegSd,kdegSl,kdissP,BAFfish,MoA,x0,x1,x2,xp3,xp4,xp5,xp6,xp7,xp8,xp9,xp10,xc3,xc4,xpc4,xch3,xch4,xch5,xch6,xch7,xch8,xch9,xch10,knotp,xv0,xv1,xv2,xvp3,xvp4,xvp5,xvp6,xvp7,xvp8,xvp9,xvp10,xvc3,xvc4,xvpc4,xvch3,xvch4,xvch5,xvch6,xvch7,xvch8,xvch9,xvch10,knotpv,k1,k2,k3,ka1,ka2,ka3,phia,SsCH3,SdCH2,SssCH2,StCH,SdsCH,SaaCH,SsssCH,SddC,StsC,SdssC,SsaaC,SaaaC,SssssC,SsNH2,SdNH,SssNH,SaaNH,StN,SdsN,SaaN,SsssN,SaaaN,SsaaN,SddNp,SdNm,SdssNp,SsaaNp,SsOH,SdO,SssO,SaaO,SsOm,SsCl,SsBr,SsI,SdsssP,SsSH,SdS,SssS,SaaS,SdssS,SddssS,SsCH3_acnt,SdCH2_acnt,SssCH2_acnt,StCH_acnt,SdsCH_acnt,SaaCH_acnt,SsssCH_acnt,SddC_acnt,StsC_acnt,SdssC_acnt,SsaaC_acnt,SaaaC_acnt,SssssC_acnt,SsNH2_acnt,SdNH_acnt,SssNH_acnt,SaaNH_acnt,StN_acnt,SdsN_acnt,SaaN_acnt,SsssN_acnt,SaaaN_acnt,SsaaN_acnt,SddNp_acnt,SdNm_acnt,SdssNp_acnt,SsaaNp_acnt,SsOH_acnt,SdO_acnt,SssO_acnt,SaaO_acnt,SsOm_acnt,SsCl_acnt,SsBr_acnt,SsI_acnt,SdsssP_acnt,SsSH_acnt,SdS_acnt,SssS_acnt,SaaS_acnt,SdssS_acnt,SddssS_acnt,SHsOH,SHother,SHdNH,SHsSH,SHsNH2,SHssNH,SHtCH,SHCHnX,Hmax,Gmax,Hmin,Gmin,Hmaxpos,numHBa,numHBd,numwHBd,SHHBa,SHHBd,SHwHBd,Qs,Qv,Qsv,ic,si,ib,I,maxic,ssi,R,eim,iadje,iadjem,iadjm,iadjmm,ivdem,ivdmm,ieadje,ieadjem,ieadjm,ieadjmm,ide,idem,idm,idmm,iddem,iddmm,iede,iedem,We,iedm,iedmm,tvc,icyce,icycem,icycm,icycmm,tti,ttvi,MDEC11,MDEC12,MDEC13,MDEC14,MDEC22,MDEC23,MDEC24,MDEC33,MDEC34,MDEC44,MDEO11,MDEO12,MDEO22,MDEN11,MDEN12,MDEN13,MDEN22,MDEN23,MDEN33,BEHm1,BEHm2,BEHm3,BEHm4,BEHm5,BEHm6,BEHm7,BEHm8,BELm1,BELm2,BELm3,BELm4,BELm5,BELm6,BELm7,BELm8,BEHv1,BEHv2,BEHv3,BEHv4,BEHv5,BEHv6,BEHv7,BEHv8,BELv1,BELv2,BELv3,BELv4,BELv5,BELv6,BELv7,BELv8,BEHe1,BEHe2,BEHe3,BEHe4,BEHe5,BEHe6,BEHe7,BEHe8,BELe1,BELe2,BELe3,BELe4,BELe5,BELe6,BELe7,BELe8,BEHp1,BEHp2,BEHp3,BEHp4,BEHp5,BEHp6,BEHp7,BEHp8,BELp1,BELp2,BELp3,BELp4,BELp5,BELp6,BELp7,BELp8,ZM1,ZM1V,ZM2,ZM2V,J,Jt,BAC,Lop,ICR,TIE,MAXDN,MAXDP,DELS,W,WA,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nCL,nBR,nI,nX,nR03,nR04,nR05,nR06,nR07,nR08,nR09,nR10,nR11,nR12,nBnz,ATS1m,ATS2m,ATS3m,ATS4m,ATS5m,ATS6m,ATS7m,ATS8m,ATS1v,ATS2v,ATS3v,ATS4v,ATS5v,ATS6v,ATS7v,ATS8v,ATS1e,ATS2e,ATS3e,ATS4e,ATS5e,ATS6e,ATS7e,ATS8e,ATS1p,ATS2p,ATS3p,ATS4p,ATS5p,ATS6p,ATS7p,ATS8p,MATS1m,MATS2m,MATS3m,MATS4m,MATS5m,MATS6m,MATS7m,MATS8m,MATS1v,MATS2v,MATS3v,MATS4v,MATS5v,MATS6v,MATS7v,MATS8v,MATS1e,MATS2e,MATS3e,MATS4e,MATS5e,MATS6e,MATS7e,MATS8e,MATS1p,MATS2p,MATS3p,MATS4p,MATS5p,MATS6p,MATS7p,MATS8p,GATS1m,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS7m,GATS8m,GATS1v,GATS2v,GATS3v,GATS4v,GATS5v,GATS6v,GATS7v,GATS8v,GATS1e,GATS2e,GATS3e,GATS4e,GATS5e,GATS6e,GATS7e,GATS8e,GATS1p,GATS2p,GATS3p,GATS4p,GATS5p,GATS6p,GATS7p,GATS8p,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,SRW01,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,piID,TWC,TPC,CID,CID2,BID,XLOGP,XLOGP2,ALOGP,ALOGP2,AMR,Hy,Ui,-Br [aliphatic attach],-Br [aromatic attach],-Br [olefinic attach],-CH3 [aliphatic attach],-CH3 [aromatic attach],-CH2- [aliphatic attach],-CH2- [aromatic attach],-CH< [aliphatic attach],-CH< [aromatic attach],>C< [aliphatic attach],>C< [aromatic attach],=CH2 [aliphatic attach],-CH= [aromatic attach],=CH [aliphatic attach],=C [aliphatic attach],>C= [aromatic attach],#C [aliphatic attach],#CH [aliphatic attach],ACH,AC,Fused aromatic carbon,ACAC,-Cl [aliphatic attach],-Cl [aromatic attach],-Cl [olefinic attach],H [carbon attach],-I [aliphatic attach],-I [aromatic attach],-O- [nitrogen attach],-O- [phosphorus attach],-O- [aromatic attach],-O- [oxygen attach],-O- [sulfur attach],-O-(epoxide),-O- [2 aromatic attach],"-O- [phosphorus, aromatic attach]",-O- [2 phosphorus attach],-O- [aliphatic attach],-OH [phosphorus attach],-OH [sulfur attach],-OH [aliphatic attach],-OH [nitrogen attach],-OH [oxygen attach],-OH [aromatic attach],AO,-NH2 [aliphatic attach],-NH2 [aromatic attach],-NH2 [nitrogen attach],-NH2 [attached to P],-NH- [aliphatic attach],-NH- [aromatic attach],-NH- [3 membered ring],-NH- [attached to P],-NH- [nitrogen attach],-N< [aliphatic attach],-N< [aromatic attach],-N< [nitrogen attach],-N< [attached to P],AN+,AN,ANH,ANH [attached to AN in same ring],AN [attached to AN in same ring],Fused aromatic nitrogen,-N=[N+]=[N-],-N=N-,-SH [aliphatic attach],-SH [aromatic attach],-S- [aromatic attach],-S- [2 aromatic attach],-S- [nitrogen attach],-S- [sulfur attach],-S- [aliphatic attach],-S- [phosphorus attach],AS,-C#N [aliphatic attach],-C#N [aromatic attach],-C#N [olefinic attach],-CH=N,>C=N,>C(=N) [Nitrogen attach],>C(=N) [2 Nitrogen attach],-C([H])=N [Nitrogen attach],>C=N[H] [2 Nitrogen attach],>C=N[H] [Nitrogen attach],-C#N [aliphatic sulfur attach],-C#N [aliphatic nitrogen attach],"C=O(ketone, aliphatic attach)",-C(=O)- [aromatic attach],-C(=O)- [halogen attach],-C(=O)- [2 nitrogen attach],"-C(=O)- [nitrogen, aliphatic attach]",-C(=O)- [olefinic attach],"-C(=O)- [nitrogen, aromatic attach]",-C(=O)- [2 aromatic attach],-COOH [aliphatic attach],-COOH [aromatic attach],-CHO [aliphatic attach],-CHO [aromatic attach],-CHO [nitrogen attach],-C(=O)O- [olefinic attach],-C(=O)O- [aromatic attach],-C(=O)O- [aliphatic attach],-C(=O)O- [nitrogen attach],-C(=O)O- [cyclic],HC(=O)O-,-C(=O)OC(=O)-,-OC(=O)O-,CH2=C(CH3)C(=O)O-,CH2=CHC(=O)O-,"-C(=S)- [nitrogen, aliphatic attach]","-C(=S)- [nitrogen, aromatic attach]",-C(=S)- [2 nitrogen attach],-C(=S)S- [nitrogen attach],S=C=S,-C(=O)S- [aliphatic attach],-C(=O)S- [aromatic attach],-C(=O)S- [nitrogen attach],-SC(=O)S-,>C=NOH,>C=NO,-CH=NOH,-CH=NO,-N=C=O [aliphatic attach],-ONO2,-NO2 [aliphatic attach],-NO2 [aromatic attach],-NO2 [nitrogen attach],-NO2 [olefinic attach],>NN=O,-N=O [aromatic attach],-S(=O)- [aliphatic attach],-S(=O)- [aromatic attach],"-S(=O)(=O)- [nitrogen, aromatic attach]","-S(=O)(=O)- [nitrogen, aliphatic attach]",-S(=O)(=O)- [olefinic attach],-S(=O)(=O)- [2 nitrogen attach],-S(=O)(=O)- [aromatic attach],-S(=O)(=O)- [aliphatic attach],P(=O),P=S,-CCl3 [aromatic attach],-CCl3 [aliphatic attach],Halogen [Nitrogen attach],-N=C=S,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm,dE
110-63-4,2.895562723,1.954821183,-0.83,-3.881735274,0.146128036,6.0,-5.07774801,-6.033707379,-6.987949888,-6.334737375,-6.357941481,-0.0471,1,4.82842712,2.91421356,1.70710678,0.95710678,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72285432,2.13245553,1.15432038,0.56622777,0.2236068,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.33333333,5.92207792,4.92207792,5.26430014,4.85815483,0.0,0.0,1.8275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65211111,2.32655556,0.0,0.0,0.0,0.0,0.0,0.0,2.32605556,8.08625,0.53055556,0.195,2.32605556,2,2,0,16.1725,4.65211111,0.0,1.11111111,0.92592593,0.61728395,6.0,1.5849625,0.0,9.509775,15.509775,0.61314719,0.38685281,2.30046592,30.68658643,0.85240518,33.21928095,3.32192809,0.91829583,2.52192809,22.60953644,0.90438146,24.0,3.0,32.23883096,2.1492554,129.6506026,3.70430293,1.5849625,2.55252782,18.46439345,1.84643934,20,62.92878689,3.14643934,0,0.0,0.0,0.0,0.0,19.10771797,30.47595865,0.0,0.0,0.0,0.0,3.96540646,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41488164,2.937882,2.28593949,1.65489172,1.24754876,1.08535442,0.08309659,0.08309659,1.79852338,1.37008007,0.91011127,0.60360435,0.38998059,0.38117256,0.0,0.0,3.39567613,2.81176674,2.09609779,1.50726193,1.15072423,1.11170014,0.29788641,0.29788641,1.76790234,1.39276612,0.91684031,0.54022284,0.34252291,0.29204594,0.0,0.0,3.56874885,3.11786109,2.53925438,2.04086748,1.76365634,1.68329204,0.94081818,0.94081818,1.54704364,1.03817629,0.43457892,0.0,0.0,0.0,0.0,0.0,3.40748602,2.82266355,2.11308498,1.54044887,1.18723907,1.15581275,0.37968182,0.37968182,1.74785898,1.37564898,0.89080739,0.49708568,0.28866789,0.2294845,0.0,0.0,18,66.0,16,32.0,2.33909231,4.22215051,12,1.5849625,1.5849625,7.69969115,1.305,2.08625,8.345,35,2.33333333,5.63375,8.01247216,16.07272727,8.71590909,18.0,0.50077951,1.00454545,0.54474432,3.0,16,6,15,5,0,5.0,0.0,0,0,0,0,0,10,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89678687,1.73420915,1.53996913,1.29867724,1.02058534,0.0,0.0,0.0,1.6141484,1.39217902,1.10645083,0.70488207,0.23265287,0.0,0.0,0.0,1.89530015,1.73245973,1.53784426,1.29597172,1.01582937,0.0,0.0,0.0,1.59108877,1.36330484,1.06784063,0.64662716,0.18781608,0.0,0.0,0.0,-0.1,-0.25,-0.5,-1.0,2.0,0.0,0.0,0.0,-0.1,-0.25,-0.5,-1.0,2.0,0.0,0.0,0.0,-0.1,-0.25,-0.5,-1.0,2.0,0.0,0.0,0.0,-0.1,-0.25,-0.5,-1.0,2.0,0.0,0.0,0.0,0.75,0.9375,1.25,1.875,0.0,0.0,0.0,0.0,0.75,0.9375,1.25,1.875,0.0,0.0,0.0,0.0,0.75,0.9375,1.25,1.875,0.0,0.0,0.0,0.0,0.75,0.9375,1.25,1.875,0.0,0.0,0.0,0.0,5,2.94443898,3.49650756,4.07753744,4.65396035,5.24174702,5.82600011,6.41509696,7.00215595,7.59135705,6,10,0,26,0,76,0,234,0,740,5,4,3,2,1,0,0,0,0,0,1.79175947,1.60943791,1.38629436,1.09861229,0.69314718,0.0,0.0,0.0,0.0,0.0,12.57925121,58.24880142,12.57925121,10.83915043,1.80652507,6.50884365,-0.492,0.242064,-0.255,0.065025,24.0628,1.16382913,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,-1,0.0,292.633,178.721,113.912,0.0,0.0,422.663,2.0,3.4,0.0,0.0164312,0.93076,7.55,3.363,6.232,6.373,-0.285,0.529,-0.307,-2.652,823.512,-0.614,401.051,-3.139,10.936,-2.7,2,-0.934,3,77.463,0.0,46.483,2,0,0,0,0,0,6,0,64.321,-13.636
7292-16-2,0.820315172,2.483359036,3.67,-3.536286138,-3.920818754,2.096910013,-4.346585007,-6.669719549,-7.623962059,-6.970749545,-6.320384881,2.1543,5,14.13998191,9.13147026,7.51689073,5.59291813,4.07701096,3.30969546,1.81208261,1.2537918,0.80028093,0.34344336,0.21844336,1.33502499,0.1767767,2.23138048,0.0,0.0,0.0,0.08333333,0.0,0.0,0.0,0.0,-0.89635549,13.33720702,9.04506272,6.3535285,4.35929679,3.04230777,2.04946474,1.12854541,0.77989724,0.43688229,0.18654585,0.12522627,0.6373139,0.0372678,1.13390989,0.0,0.0,0.0,0.02777778,0.0,0.0,0.0,0.0,-0.49659599,17.05263158,9.03125,6.32098765,16.74182107,8.77895797,6.11218652,7.73556545,5.87929526,0.0,2.21852188,0.0,0.0,7.34737339,0.0,0.0,0.0,0.0,1.6106249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38296777,15.90196995,0.0,0.0,0.0,0.0,0.0,-3.50466912,0.0,0.0,1.63613819,0.0,0.0,0.0,3,0,4,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0.0,10.45895455,0.0,0.0,0.0,0.0,0.0,0.0,1.43370493,12.38296777,0.52185904,-3.50466912,1.43370493,4,0,0,28.28493772,0.0,0.0,5.71474324,1.25455236,0.86407129,12.0,3.61634857,22.18129774,68.71062276,80.71062276,0.85132069,0.14867931,4.21122721,175.2513346,0.48546076,199.4212455,5.24792751,1.45742488,4.15556501,204.1495656,0.56551126,268.0782,5.5849625,551.9921322,3.22802417,5596.721995,7.19373007,3.61634857,4.21124353,524.7290901,3.06859117,693,4981.849204,7.18881559,6,17.09513142,0.89974376,15.509775,2.5849625,154.8422379,195.3170585,0.30327001,4.73919578,1.08148375,0.0,7.07043337,5.59384246,0.0,0.33333333,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4.38439169,3.94915084,3.40832876,3.26612444,3.21171277,2.61665728,2.52612051,2.46772555,1.88963215,1.75590279,1.74540729,1.35544395,1.21069038,1.17380925,1.08161225,0.875705,3.79666921,3.42057495,3.26887504,3.09712783,2.91336153,2.6474966,2.4853671,2.42942976,1.92865032,1.77291058,1.68214419,1.46199139,1.31966465,1.09792612,0.9960409,0.99507369,3.87448035,3.63468656,3.44395901,3.28648251,3.0696457,2.76872508,2.73846762,2.69964424,1.8297031,1.53353026,1.45457214,1.20129564,1.06130542,0.79852519,0.73304119,0.68592511,3.8779563,3.69905737,3.28384521,3.23556009,3.08298413,2.66033856,2.50199714,2.45237557,1.89300226,1.71119535,1.65572741,1.31658379,1.23382183,1.06149452,0.96624313,0.93512127,86,231.7530864,94,142.6666667,2.42303009,5.43866592,36,2.24821567,2.5306017,43.51919973,4.31022467,5.38296777,21.56987544,778,4.5497076,7.6095,23.59331849,40.08,26.52272727,43.47222222,0.58983296,1.002,0.66306818,2.2880117,40,19,40,19,7,23.0,0.31578947,1,1,1,0,6,21,13,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.52867406,3.66495571,3.66289959,3.59192554,3.46956494,3.26631989,3.26769989,2.85285558,2.84084085,2.9621312,2.97323158,2.91597535,2.88367622,2.85259449,2.76330331,2.46059722,3.09102442,3.42689198,3.36980053,3.33207463,3.34188127,3.01039581,2.9015451,2.64862183,2.96574156,3.11532726,3.15506431,3.08222268,2.90504209,2.95577549,2.85124975,2.53837561,0.06800618,-0.20067255,-0.33816303,-0.29129525,0.01192497,0.58911635,0.19679538,-0.11938145,-0.50633508,0.92783771,-0.27551001,-0.30280343,-0.39201778,0.01017031,-0.13189672,-0.03736785,-0.46810025,0.90680388,-0.37413597,-0.3891412,-0.37083837,-0.03322432,0.24572639,-0.09624683,-0.83012184,0.49197306,-0.00684399,-0.01219867,-0.14319953,0.26616719,-0.44248629,-0.00062061,1.24305512,1.09547126,1.37835826,1.20202406,0.47485096,0.0486821,0.95727619,0.95942025,1.41480194,0.47382285,1.44050479,1.49953272,1.49374957,0.56933281,0.6854683,0.6485395,1.35672688,0.49112141,1.52535108,1.58518926,1.50630971,0.64481898,0.31293514,0.70936473,2.09735417,0.74480633,1.2682969,1.26323417,0.87863524,0.24976197,1.11391972,0.47628394,19,4.46590812,5.24174702,6.0799332,6.88653164,7.73674368,8.5554519,9.41009246,10.23412135,11.09040066,19,38,0,134,0,572,0,2670,0,13078,19,24,27,31,36,31,32,29,20,16,3.17805383,3.62434093,3.95603989,4.36786432,4.81269236,4.71961432,4.91357358,4.98360662,4.52314635,4.36468972,66.24750277,107.70093,54.06186763,37.18109943,1.95689997,19.26008596,3.531,12.467961,3.6986,13.67964196,79.8651,-0.67249539,3.0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,2,0,3.735,573.827,396.482,29.162,101.916,46.268,990.446,0.0,5.5,0.0140825,0.0,0.837409,28.678,8.626,11.717,5.44,3.172,-2.948,-3.345,-4.649,5240.358,-0.143,5313.13,-0.834,8.406,0.199,0,-0.36,3,100.0,0.0,40.711,4,0,6,0,6,0,19,0,50.305,-8.207
107-92-6,2.044563683,1.945025201,0.79,-1.267324844,2.342422681,4.77815125,-5.744727495,-6.033707379,-6.987949888,-6.334737375,-5.197455381,0.1611,1,4.99156383,2.77005561,2.18252198,0.8660254,0.57735027,0.0,0.0,0.0,0.0,0.0,0.0,0.40824829,0.0,0.28867513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11957316,3.76967545,1.98839111,1.14373854,0.46386547,0.21386547,0.0,0.0,0.0,0.0,0.0,0.0,0.06454972,0.0,0.04564355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01890618,6.0,3.2,5.33333333,5.63636364,2.85204991,5.01567398,2.6791984,1.84138889,0.0,1.02314815,0.0,0.0,0.0,0.0,0.0,0.0,-0.71064815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91347222,9.59930556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51633333,1.60113889,0.0,0.0,0.0,0.0,0.0,0.0,2.51633333,9.59930556,0.40634722,-0.71064815,2.51633333,2,1,0,17.51277778,2.51633333,0.0,0.96179259,0.88164321,0.57885665,0.0,2.5849625,3.60964047,15.509775,15.509775,1.0,0.0,2.29888212,30.68658643,0.85240518,33.21928095,3.32192809,1.45914792,2.44643934,24.27376486,0.97095059,33.21928095,3.32192809,28.62919048,1.9086127,119.7353375,3.7417293,1.91829583,2.55372891,14.85475297,1.4854753,17,53.9770933,3.17512314,0,0.0,0.0,0.0,0.0,19.70175058,36.18045702,0.0,1.41421356,0.33333333,0.0,1.0,1.41421356,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4594073,2.93210616,2.11578924,1.7101481,1.33050456,0.08309659,0.08309659,0.08309659,1.78469449,1.29615417,0.79681051,0.57881554,0.08664801,0.0,0.0,0.0,3.39305224,2.79787962,2.0512581,1.44939738,1.17974159,0.29788641,0.29788641,0.29788641,1.74813801,1.33517178,0.8484215,0.47546156,0.24098241,0.0,0.0,0.0,3.57020867,3.09270624,2.44509988,1.96697994,1.8130459,0.94081818,0.94081818,0.94081818,1.53365055,0.99253676,0.37606163,0.0,0.0,0.0,0.0,0.0,3.40224994,2.8033133,2.06941448,1.49277625,1.18694159,0.37968182,0.37968182,0.37968182,1.73106898,1.32336108,0.81524183,0.42283742,0.22636804,0.0,0.0,0.0,20,86.0,18,58.0,2.62721485,5.01434634,14,1.45914792,1.45914792,7.9809833,2.37731481,2.59930556,9.02555556,32,2.13333333,6.29428571,7.41469933,14.18909091,7.95454545,19.66666667,0.52962138,1.01350649,0.56818182,3.27777778,14,6,13,5,1,6.0,0.0,0,0,1,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89678687,2.00677203,1.53996913,1.29867724,0.0,0.0,0.0,0.0,1.6141484,1.45524922,1.10645083,0.70488207,0.0,0.0,0.0,0.0,1.89530015,2.00366657,1.53784426,1.29597172,0.0,0.0,0.0,0.0,1.59108877,1.41480953,1.06784063,0.64662716,0.0,0.0,0.0,0.0,-0.1,0.2,-0.5,-1.0,0.0,0.0,0.0,0.0,-0.1,0.2,-0.5,-1.0,0.0,0.0,0.0,0.0,-0.1,0.2,-0.5,-1.0,0.0,0.0,0.0,0.0,-0.1,0.2,-0.5,-1.0,0.0,0.0,0.0,0.0,0.75,0.75,1.25,1.875,0.0,0.0,0.0,0.0,0.75,0.75,1.25,1.875,0.0,0.0,0.0,0.0,0.75,0.75,1.25,1.875,0.0,0.0,0.0,0.0,0.75,0.75,1.25,1.875,0.0,0.0,0.0,0.0,5,3.04452244,3.61091791,4.29045944,4.87519732,5.56452041,6.15485809,6.84694314,7.43897159,8.13182479,6,10,0,30,0,100,0,350,0,1250,5,5,3,2,0,0,0,0,0,0,1.94591015,2.07944154,1.60943791,1.38629436,0.0,0.0,0.0,0.0,0.0,0.0,13.02108396,60.95821513,12.06842559,10.67917749,1.77986292,6.58907465,0.742,0.550564,0.8932,0.79780624,21.8716,0.15792742,1.0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,2,0,-1,2.335,279.453,172.514,106.939,0.0,0.0,400.107,1.0,2.0,0.0136309,0.0071568,0.9396658,8.574,2.931,4.65,4.112,0.79,-0.195,-0.367,-0.701,242.882,-0.364,136.293,-3.298,11.27,-1.125,1,-0.876,2,74.264,0.0,50.456,2,0,0,0,0,0,6,0,15.588,-12.395
